US	21893136	R14BYXHOADSN91	B00LV7YZE8	750111445	PUMA Men's Powerlift Low Cross-Training Shoe	Shoes	5	0	0	N	Y	Five Stars	Nice shoes for a shoe person. Coordinates well with my present wardrobe.	2015-08-01
US	23562768	R2W5N1MX259LG2	B0002RROB4	801923435	Capezio 550 Tan Junior Footlight 7.5 UK 9.5 US	Shoes	4	1	1	N	Y	"I could have \"danced all night\" they felt really good."	I ordered them a half size larger and they fit perfectly, had little trouble with the strap, couldn't get it through the bottom slot, but in time I'm sure it will be &#34;broken in&#34;.  I could have &#34;danced all night&#34; they felt really good.	2015-08-01
US	2221868	R2FZRXKT4UL9HZ	B005GBVBSI	138191339	Sanuk Women's Yoga Wildlife Flip-Flop	Shoes	4	0	0	N	Y	Four Stars	perfect	2015-08-01
US	11940625	R1FJELW0OFO4HB	B00PV07PL6	323267483	ASICS Women's GEL-Scram 2 Running Shoe	Shoes	5	8	8	N	Y	Wonderful but go up half size	I saw these shoes in store, but when I tried them on in my usual size 10, they were a bit tight, and the store didn't have a 10.5, so I decided to go on Amazon and see if they had them, which they did. My other asics are the gel noosa tri 9, and I have those in a 10, so I would recommend Going up a half size. These are pretty light weight but have lots of traction. They'll be great for my climbing and light hiking. Love the pink and black.	2015-08-01
US	7784569	RMEZ8P3HTE9A8	B00ASKASX6	801499629	New Balance Women's WWM756v2 Country Walking Shoe	Shoes	3	0	0	N	Y	Three Stars	short for size 8	2015-08-01
US	18365714	R3IF1YR7RGVIQQ	B0049SH43U	530164090	Ray Ban RX5228 Eyeglasses	Shoes	5	10	10	N	Y	best ones I've seen	I love them. And it comes with a case	2015-08-01
US	38872419	RK177UIH9F7A8	B00L909GHI	234804855	Franco Sarto Jodie Tote	Shoes	1	0	0	N	Y	Upon arrival it had some small blemishes all over. ...	Upon arrival it had some small blemishes all over. Then the first time I used it, a shirt which has never bleed onto any other purse, did somehow on this one.	2015-08-01
US	44079580	R1CV7V52QKIMAO	B00C8YITL8	157614191	Fiore 3 Pack Aviator Sunglasses Classic Metal w/ Spring Hinges	Shoes	5	0	0	N	Y	Nice shades	Great sunglasses.	2015-08-01
US	45076806	RG1FVRT7ADM3R	B00BNKRC7A	654986798	Nunn Bush Men's Woodbury Boot	Shoes	4	0	0	N	Y	and very good aspecto.	Very confortable, and very good aspecto...	2015-08-01
US	12853548	RGJ4EO6DJH8ME	B00KYCEOHY	258752109	Sanuk Women's Maritime 2 Flip-Flop	Shoes	5	0	0	N	Y	Five Stars	Very comfy love them. 😊	2015-08-01
